"REGION","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HOUSETYPE","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","DAY","WT06","AGE","SEX","MARST","EDUC","EMPSTAT","MULTJOBS","WHYABSNT","FULLPART","UHRSWORKT","EARNWEEK","SPOUSEPRES","SPAGE","SPSEX","SPEDUC","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","DIFFANY","ECPRIOR","BLS_CAREHH","BLS_CARENHH","BLS_COMM","BLS_EDUC","BLS_FOOD","BLS_HHACT","BLS_LEIS","BLS_PCARE","BLS_PURCH","BLS_SOCIAL","BLS_WORK","RACE4","sp_race4"
"Northeast","$12,500 to $14,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",6027804.059669,85,"Female","Widowed","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,60,60,715,575,0,30,0,"White","Other / Mixed"
"South","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",9253419.215309,43,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",45,1200,"Spouse present",39,"Female","Some college","Employed - at work",50,1000,"No difficulty","No",0,0,0,0,60,35,270,570,0,0,505,"White","White"
"South","$60,000 to $74,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Friday",11009650.57789,50,"Female","Divorced","College degree +","Employed - at work","No",NA,"Full time",50,1211.53,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,0,0,145,10,45,530,0,0,710,"White","Other / Mixed"
"West","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",4666489.048253,75,"Male","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",72,"Female","College degree +","Not employed",NA,NA,"Has difficulty","No",0,0,0,0,60,65,925,390,0,0,0,"White","White"
"South","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",1,14,2,"Tuesday",10836879.090111,50,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",NA,2884.61,"Spouse present",53,"Male","College degree +","Not employed",NA,2400,"No difficulty","No",30,0,0,0,180,390,70,550,180,0,40,"White","White"
"West","$150,000 and over",3,"Rented for cash","Yes","House, apartment, flat",1,8,2,"Tuesday",25322668.758653,62,"Male","Divorced","College degree +","Employed - at work","No",NA,"Full time",45,2884.61,"Unmarried partner present",45,"Female","College degree +","Employed - not at work",45,2500,"No difficulty","No",0,0,0,0,120,120,300,840,0,0,0,"Black/African American","Asian"
"Midwest","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Tuesday",11740498.695816,76,"Female","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",77,"Male","College degree +","Not employed",NA,NA,"No difficulty","No",0,0,0,0,125,150,565,600,0,0,0,"White","White"
"West","$60,000 to $74,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Sunday",7030664.189868,29,"Male","Never married","College degree +","Employed - at work","No",NA,"Full time",40,1423.07,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,75,0,0,70,200,345,705,15,0,30,"White","Other / Mixed"
"Northeast","$40,000 to $49,999",4,"Rented for cash","Yes","House, apartment, flat",2,1,2,"Saturday",19190689.141886,32,"Male","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Full time",40,900,"Spouse present",27,"Female","HS diploma, no college","Employed - at work",40,680,"No difficulty","No",165,0,0,0,120,0,0,690,465,0,0,"Hispanic/Latino","Hispanic/Latino"
"Northeast","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",3159024.353375,67,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",65,"Female","College degree +","Retired",NA,NA,"No difficulty","No",0,0,0,0,50,245,750,395,0,0,0,"White","White"
"Midwest","$30,000 to $34,999",4,"Rented for cash","Yes","House, apartment, flat",2,1,2,"Wednesday",25746068.056423,28,"Male","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Full time",40,574,"Spouse present",28,"Female","College degree +","Not employed",NA,NA,"Has difficulty","No",0,0,0,250,90,0,40,510,0,0,550,"Asian","White"
"Northeast","$25,000 to $29,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Monday",6098928.234441,66,"Female","Divorced","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,375,0,0,35,55,440,470,0,0,0,"White","Other / Mixed"
"Midwest","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",3162871.97228,65,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Part time",20,925,"Spouse present",62,"Female","College degree +","Not employed",NA,NA,"No difficulty","No",0,0,0,0,60,245,595,540,0,0,0,"White","White"
"South","$150,000 and over",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Wednesday",11684279.275843,58,"Female","Widowed","Some college","Employed - at work","Yes",NA,"Full time",50,507.69,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,120,15,0,60,90,635,520,0,0,0,"White","Other / Mixed"
"South","$75,000 to $99,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Saturday",4502759.571061,29,"Male","Never married","College degree +","Employed - at work","No",NA,"Full time",45,2884.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,150,15,45,460,0,0,695,"Hispanic/Latino","Other / Mixed"
"Northeast","$75,000 to $99,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Sunday",3787307.097458,58,"Female","Widowed","Some college","Employed - at work","No",NA,"Part time",32,538.46,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,60,0,85,875,0,0,420,"White","Other / Mixed"
"Midwest","$50,000 to $59,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",9770101.551751,72,"Male","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",61,"Female","HS diploma, no college","Retired",NA,NA,"No difficulty","No",0,0,0,0,80,60,630,570,70,0,0,"White","White"
"West","$150,000 and over",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Tuesday",8504279.603612,76,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",80,"Male","College degree +","Not employed",NA,NA,"No difficulty","Yes",23,0,0,0,111,120,241,585,0,360,0,"White","White"
"Midwest","$25,000 to $29,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",5801400.406891,79,"Male","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",75,"Female","Some college","Not employed",NA,NA,"No difficulty","No",0,0,0,0,180,390,120,510,240,0,0,"White","White"
"Midwest","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",11504928.038551,32,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",50,2884.61,"Spouse present",33,"Male","College degree +","Employed - at work",50,1538.4,"No difficulty","No",85,0,0,0,150,140,470,595,0,0,0,"White","White"
"Midwest","$60,000 to $74,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Thursday",7975768.507754,74,"Male","Divorced","Some college","Unemployed - looking",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,60,0,70,370,435,385,60,0,60,"White","Other / Mixed"
"West","$100,000 to $149,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Saturday",5023945.658782,71,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",65,"Female","College degree +","Not employed",NA,NA,"Has difficulty","No",0,0,0,0,215,380,335,510,0,0,0,"White","White"
"South","$60,000 to $74,999",4,"Owned by household member","Yes","House, apartment, flat",2,2,2,"Sunday",5198159.802195,33,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",33,"Male","College degree +","Employed - at work",40,2568,"No difficulty","Yes",100,55,0,0,315,115,350,505,0,0,0,"White","White"
"South","$60,000 to $74,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Sunday",3772731.297696,62,"Female","Widowed","Some college","Employed - at work","No",NA,"Part time",12,458.16,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,20,141,389,810,0,80,0,"White","Other / Mixed"
"West","$150,000 and over",3,"Rented for cash","Yes","House, apartment, flat",1,0,2,"Sunday",7270484.508234,30,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",32,"Male","College degree +","Not employed",NA,2884.61,"No difficulty","No",30,0,0,0,125,180,245,720,140,0,0,"Asian","Asian"
"Midwest","$100,000 to $149,999",3,"Owned by household member","Yes","House, apartment, flat",1,1,2,"Saturday",8863554.7104,33,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",45,1634.61,"Spouse present",32,"Female","College degree +","Employed - not at work",45,1057.69,"No difficulty","No",86,0,0,0,105,60,614,445,120,0,10,"Hispanic/Latino","White"
"West","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",6740915.857898,48,"Female","Divorced","College degree +","Employed - at work","No",NA,"Full time",40,1500,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,35,0,0,60,30,340,645,40,290,0,"White","Other / Mixed"
"West","$75,000 to $99,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Saturday",4261427.483868,78,"Male","Never married","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,75,0,150,130,480,605,0,0,0,"White","Other / Mixed"
"South","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Tuesday",21330786.906327,50,"Male","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",35,NA,"Spouse present",55,"Female","Some college","Employed - not at work",40,700,"No difficulty","No",0,23,0,0,30,0,343,570,0,0,474,"Hispanic/Latino","Hispanic/Latino"
"Midwest","$150,000 and over",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Saturday",16500854.820801,54,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,2692.3,"Spouse present",54,"Female","College degree +","Employed - not at work",40,461.53,"No difficulty","No",0,0,0,0,125,0,562,416,7,330,0,"White","White"
"West","$50,000 to $59,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",2471347.573943,52,"Female","Divorced","Some college","Employed - at work","No",NA,"Full time",40,1384.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,45,420,180,725,70,0,0,"Hispanic/Latino","Other / Mixed"
"Midwest","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",9126289.499325,44,"Male","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",40,1100,"Spouse present",31,"Female","College degree +","Employed - at work",40,1000,"No difficulty","No",0,0,0,0,120,360,365,510,85,0,0,"White","White"
"Midwest","$40,000 to $49,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",12762773.471365,79,"Female","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",79,"Male","Some college","Employed - not at work",NA,152,"No difficulty","No",0,0,0,0,90,290,385,525,90,60,0,"White","White"
"Midwest","$100,000 to $149,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Tuesday",13465483.019477,42,"Male","Never married","College degree +","Employed - at work","No",NA,"Full time",50,2884.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,30,70,285,480,0,0,575,"White","Other / Mixed"
"Midwest","$100,000 to $149,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Sunday",5403850.579544,65,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Part time",24,1800,"Spouse present",68,"Male","Some college","Employed - at work",NA,NA,"Has difficulty","Yes",110,0,0,0,60,340,250,680,0,0,0,"White","White"
"Midwest","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",7736820.832826,73,"Male","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Full time",40,1000,"Spouse present",60,"Female","HS diploma, no college","Employed - at work",27,702,"No difficulty","No",0,0,0,0,95,75,130,655,0,0,485,"White","White"
"Midwest","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",2870588.966996,59,"Female","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",40,1204,"Spouse present",62,"Male","Some college","Employed - at work",40,720,"No difficulty","Yes",0,236,12,0,0,270,165,632,40,85,0,"White","White"
"Northeast","$75,000 to $99,999",3,"Rented for cash","No","House, apartment, flat",0,NA,3,"Monday",47379991.983224,25,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",40,1730.76,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,45,0,99,56,60,700,35,0,445,"Asian","Other / Mixed"
"Northeast","$35,000 to $39,999",5,"Owned by household member","Yes","House, apartment, flat",1,1,4,"Tuesday",14538645.009849,72,"Male","Divorced","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",96,0,0,0,20,346,440,538,0,0,0,"White","Other / Mixed"
"Northeast","$150,000 and over",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Monday",18207638.904467,32,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",60,2884.61,"Spouse present",30,"Female","College degree +","Employed - at work",45,1250,"No difficulty","No",0,0,0,0,30,125,60,510,0,0,715,"White","White"
"Northeast","$25,000 to $29,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Tuesday",3179128.425039,69,"Female","Divorced","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,0,720,0,720,0,0,0,"Hispanic/Latino","Other / Mixed"
"Midwest","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",9668725.308379,68,"Male","Married - spouse present","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",62,"Female","College degree +","Retired",NA,NA,"Has difficulty","No",0,34,0,0,60,0,806,540,0,0,0,"White","White"
"Midwest","$60,000 to $74,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Wednesday",12407305.802548,59,"Male","Never married","College degree +","Employed - at work","No",NA,"Full time",NA,1346.15,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,40,20,345,510,0,0,525,"White","Other / Mixed"
"Midwest","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Thursday",8238209.993958,71,"Male","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",40,NA,"Spouse present",65,"Female","College degree +","Employed - at work",40,NA,"No difficulty","Yes",0,0,0,0,90,490,50,540,60,210,0,"White","White"
"South","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Thursday",8130540.412541,72,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",71,"Female","College degree +","Retired",NA,NA,"No difficulty","Yes",105,0,0,0,120,345,165,585,90,30,0,"White","White"
"South","$60,000 to $74,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Thursday",18299411.160217,45,"Male","Never married","College degree +","Employed - at work","No",NA,"Full time",40,1442.3,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,16,0,0,125,105,663,435,96,0,0,"White","Other / Mixed"
"West","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",3353054.465411,79,"Female","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",70,"Male","College degree +","Retired",NA,NA,"No difficulty","No",0,0,0,0,20,440,375,505,100,0,0,"White","White"
"West","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",5186351.86565,70,"Male","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",68,"Female","College degree +","Not employed",NA,NA,"No difficulty","No",0,0,0,0,62,120,768,490,0,0,0,"White","White"
"West","$75,000 to $99,999",4,"Owned by household member","Yes","House, apartment, flat",1,11,3,"Wednesday",8681461.474323,73,"Female","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",74,"Male","Some college","Retired",NA,NA,"No difficulty","No",0,0,0,0,50,460,300,630,0,0,0,"Hispanic/Latino","Hispanic/Latino"
